brand,title,date,accords,rating_score,votes,longevity_poor,longevity_weak,longevity_moderate,longevity_long,longevity_very_long,sillage_soft,sillage_moderate,sillage_heavy,sillage_enormous,clslove,clslike,clsdislike,clswinter,clsspring,clssummer,clsautumn,clscold,clshot,clsday,clsnight,clslove_female25under,clslove_male25under,clslove_female25older,clslove_male25older,clslike_female25under,clslike_male25under,clslike_female25older,clslike_male25older,clsdislike_female25under,clsdislike_male25under,clsdislike_female25older,clsdislike_male25older,clswinter_female25under,clswinter_male25under,clswinter_female25older,clswinter_male25older,clsspring_female25under,clsspring_male25under,clsspring_female25older,clsspring_male25older,clssummer_female25under,clssummer_male25under,clssummer_female25older,clssummer_male25older,clsautumn_female25under,clsautumn_male25under,clsautumn_female25older,clsautumn_male25older,clsday_female25under,clsday_male25under,clsday_female25older,clsday_male25older,clsnight_female25under,clsnight_male25under,clsnight_female25older,clsnight_male25older,Ihaveit,Ihadit,Iwantit,notes_1,notes_2,notes_3,notes_4,notes_5,notes_6,notes_7,notes_8,notes_9,notes_10,notes_11,notes_12,notes_13,notes_14,notes_15,notes_16,notes_17,notes_18,notes_19,notes_20,gender
G-Parfums,Rose Scandal G Parfums for women and men,2015,"powdery,balsamic,floral,woody,rose",0,1,0,0,0,0,0,0,1,0,0,1,1,1,100,100,1,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,0,0,1,Top1Lily-of-the-Valley,Top2Geranium,Middle0Rose,Middle1Violet,Base0Tonka Bean,Base1Patchouli,Base2Musk,Base3Amber,Base4Sandalwood,Base5Vanilla,,,,,,,,,,,women
Perfumer-H,Pink Perfumer H for women,2015,"powdery,sweet,floral,fruity,woody",0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,100,1,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,0,0,8,Top1Violet,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,women
Art-Deco-Perfumes,Violette Russe Art Deco Perfumes for women,2015,"powdery,floral,woody,white floral,yellow floral",0,1,0,0,0,0,0,0,0,0,0,1,1,1,100,100,100,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,0,0,10,Top1iris,Top2Rose,Top3Violet,Top4Orange Blossom,Top5Violet Root,Middle0nan,Base0nan,,,,,,,,,,,,,,women
Novaya-Zarya,Orchid in Black Novaya Zarya for women,0,"powdery,floral,woody,green,citrus",0,1,0,0,0,0,0,0,0,0,0,1,1,1,100,100,100,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,0,0,4,Top1Bergamot,Top2Mimosa,Top3Violet,Top4Tea,Top5Vetiver,Top6Musk,Middle0nan,Base0nan,,,,,,,,,,,,,women
Parisvally-Perfumes,Serenade Parisvally Perfumes for women,2010,"floral,woody,powdery,aquatic,green",0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,100,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Top1Cucumber,Top2Grapefruit,Top3Magnolia,Top4Tuberose,Top5Lily-of-the-Valley,Top6Rose,Top7Violet,Top8Sandalwood,Top9White Woods,Top10White Amber,Middle0nan,Base0nan,,,,,,,,,women
Divage,Love Me! Divage for women,2013,"floral,fruity,musky,fresh,white floral",4,1,0,0,0,0,0,0,0,0,0,1,100,1,1,1,1,1,0,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Top1Red Currant,Top2Freesia,Top3Jasmine,Top4Plum,Top5Peony,Top6Cedar,Top7Sandalwood,Top8Musk,Middle0nan,Base0nan,,,,,,,,,,,women
Snoopy-Fragrance,Lovedrops Snoopy Fragrance for women,0,"white floral,vanilla,fruity,tropical,citrus",4,1,0,0,0,0,0,0,1,1,0,1,100,1,1,1,100,1,0,0,100,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,1,1,0,2,0,Top1Bergamot,Top2Lily,Top3Gardenia,Top4Musk,Top5Vanilla,Middle0nan,Base0nan,,,,,,,,,,,,,,women
Black-Phoenix-Alchemy-Lab,Love's Torments Black Phoenix Alchemy Lab for women and men,0,"woody,aromatic,green,balsamic,powdery,earthy",5,1,1,0,0,0,0,0,0,0,0,100,1,1,1,1,1,1,0,0,1,1,1,1,1,100,1,1,1,1,100,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Top1Neroli,Top2Vetiver,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,women
Lanoe,Lovely Lanoe for women,0,"citrus,fruity,green,woody,sweet,Pictures",4,1,0,2,0,0,0,2,0,0,1,1,100,1,1,100,100,1,0,0,100,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,1,1,1,0,0,Top1Lemon,Top2Black Currant,Top3Mandarin Orange,Top4Raspberry,Top5Apple,Middle0Rose,Middle1Cyclamen,Middle2Jasmine,Middle3Neroli,Middle4Lily-of-the-Valley,Base0Musk,Base1Patchouli,Base2Amber,Base3Vetiver,Base4Sandalwood,Base5Vanilla,Base6Cedar,,,,women
Tiffi,Love Tiffi for women,0,"citrus,sweet,fruity,white floral,vanilla",4,1,0,0,0,0,0,0,0,0,0,1,100,1,1,1,1,1,0,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,Top1Vanilla,Top2Jasmine,Top3Pineapple,Top4Mandarin Orange,Top5Musk,Middle0nan,Base0nan,,,,,,,,,,,,,,women
Christine-Darvin,Losanges Christine Darvin for women,0,"patchouli,vanilla,green,warm spicy,white floral,earthy,Pictures",4,1,1,0,0,0,0,1,0,0,0,1,100,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,Top1Green Leaves,Middle0Jasmine,Middle1Nutmeg,Base0Patchouli,Base1Vanilla,,,,,,,,,,,,,,,,women
Pecksniff-s,Loden Pecksniff's for men,0,"aromatic,floral,fresh spicy,musky,green,citrus",4,1,0,1,0,0,0,0,0,0,0,1,100,1,1,100,100,1,0,0,100,100,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,100,1,0,0,Top1Lavender,Top2Mint,Middle0Floral Notes,Base0Amberwood,Base1Musk,Base2Coumarin,,,,,,,,,,,,,,,
Shirley-May,Loral Shirley May for women,0,"floral,citrus,sweet,fruity,aquatic,honey",4,1,2,0,0,0,0,1,0,0,0,1,100,1,1,1,1,1,0,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Top1Magnolia,Top2Lime (Linden) Blossom,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,women
West-Third-Brand,L'Orangerie West Third Brand for women and men,2010,"aromatic,fresh spicy,citrus,musky,floral",4,1,0,0,0,0,0,0,0,1,0,1,100,1,1,100,100,1,0,0,100,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,1,0,1,0,Top1Neroli,Top2Musk,Top3Lavender,Top4Rosemary,Middle0nan,Base0nan,,,,,,,,,,,,,,,women
Dominican-Perfumes,Love Potion Dominican Perfumes for women and men,2010,"woody,rose,powdery,floral,balsamic,Pictures",5,1,0,0,0,0,0,0,0,0,0,100,1,1,100,100,100,100,0,0,100,100,1,1,100,1,1,1,1,1,1,1,1,1,1,100,100,1,1,100,100,1,1,100,100,1,1,100,100,1,1,100,100,1,1,100,100,1,1,0,0,Top1Heliotrope,Top2Sandalwood,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,women
Latherati,Longbourne Latherati for women and men,0,"citrus,aromatic,green,musky,white floral,amber",4,1,0,1,0,0,0,1,0,0,0,1,100,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Top1Lemon,Top2Amber,Top3Tonka Bean,Top4Musk,Middle0nan,Base0nan,,,,,,,,,,,,,,,women
Florascent,Longoza Florascent for women and men,0,"yellow floral,woody,sweet,soft spicy,warm spicy,white floral,Pictures",4,1,0,0,1,0,0,0,1,0,0,1,100,1,100,1,1,100,0,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Top1Cassia,Top2Broom,Top3Orange Blossom,Top4Ylang-Ylang,Top5Woody Notes,Top6Spicy Notes,Middle0nan,Base0nan,,,,,,,,,,,,,women
Laurelle-London,Locked Laurelle London for men,2013,,4,1,0,0,0,0,0,0,0,0,0,1,100,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,
Corine-de-Farme,Longboard SunSet Corine de Farme for men,0,"woody,fresh spicy,aquatic,aromatic,earthy,fruity",0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,Top1Red Apple,Top2Melon,Middle0Geranium,Middle1Violet,Middle2Pepper,Middle3Water Notes,Base0vetyver,Base1Musk,Base2oak moss,Base3Virginia Cedar,,,,,,,,,,,
Love-wish-,Love Potion çœŸçˆ±çµè¯ Love&wish çˆ±å”¯æ–½ for women,2014,"citrus,green,fruity,woody,fresh,Pictures",1,1,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,Top1Lemon,Top2Cloves,Middle0Floral Fruity Notes,Middle1Green Tea,Middle2Jasmine,Middle3Peach,Base0Cedar,Base1Sandalwood,Base2Amber,Base3Musk,,,,,,,,,,,women
Lolita-Lempicka,Lolita Lempicka Scintillante Lolita Lempicka for women,1999,"floral,sweet,fresh,soft spicy,fruity",0,1,0,0,0,0,0,0,0,0,1,1,1,1,100,100,1,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,1,0,0,Top1Floral Notes,Middle0Dew Drop,Middle1Snowdrops,Base0Licorice,,,,,,,,,,,,,,,,,women
Palquis,Love'n Blue Couture Palquis for women,2018,"woody,floral,white floral,citrus,fruity",1,1,0,0,0,0,0,0,0,1,1,1,1,100,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Top1Black Currant,Middle0Jasmine,Middle1Lily-of-the-Valley,Base0Cedar,Base1Sandalwood,Base2Vanilla,Base3Tonka Bean,,,,,,,,,,,,,,women
Tom-Frank,Lost Paradise Tom Frank for women,2018,"white floral,citrus,musky,fruity,sweet,Pictures",0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,100,100,1,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,100,1,1,0,0,Top1Quince,Middle0Jasmine,Base0White Musk,,,,,,,,,,,,,,,,,,women
Mine-Perfume-Lab,Lo'Verte Mine Perfume Lab for women and men,2016,"aquatic,floral,musky,citrus,fresh",0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,100,100,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,0,0,0,Middle0Water Lily,Middle1Water Hyacinth,Base0Musk,,,,,,,,,,,,,,,,,,women
Love-wish-,Love Magnet æŒšçˆ±ç£çŸ³ Love&wish çˆ±å”¯æ–½ for women,2014,"floral,woody,citrus,powdery,fresh,Pictures",1,1,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,Top1Floral Notes,Top2Lemon,Top3Citruses,Top4Grapefruit,Top5Peony,Middle0Osmanthus,Middle1Rose,Middle2Jasmine,Middle3Violet,Base0Woody Notes,Base1Musk,Base2Patchouli,Base3Cedar,Base4Sandalwood,,,,,,,women
Heritage-Berbere,Loubane Extreme Heritage Berbere for women and men,2018,"warm spicy,woody,balsamic,smoky,aromatic",0,1,0,0,0,0,0,0,0,0,0,1,1,1,100,1,1,100,0,0,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,100,0,0,1,Middle0Vetiver,Base0Incense,,,,,,,,,,,,,,,,,,,women
Signature-Fragrances,Lola Intense Signature Fragrances for women and men,2018,"white floral,rose,woody,patchouli,honey",0,1,0,0,0,0,0,0,0,0,0,1,1,1,100,1,1,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,0,0,2,Middle0Jasmine,Middle1Patchouli,Base0Cedar,Base1Honey,Base2Rose,,,,,,,,,,,,,,,,women
Signature-Fragrances,London Leather Signature Fragrances for women and men,2018,"woody,leather,aromatic,powdery,citrus",0,1,0,0,0,0,0,0,0,0,0,1,1,1,100,1,1,100,0,0,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,100,0,0,2,Top1Bergamot,Top2Lemon,Middle0Violet,Middle1Orris Root,Middle2Jasmine,Middle3Woody Notes,Base0Vetiver,Base1Patchouli,Base2Leather,Base3Cedar,,,,,,,,,,,women
Libertin-Louison-Technique-Indiscrete,Lonicera Libertin Louison Technique Indiscrete for women and men,2011,"white floral,citrus,woody,rose,almond",1,1,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,Top1Bergamot,Middle0Jasmine,Middle1White Flowers,Middle2Rose,Base0Woody Notes,Base1Almond,,,,,,,,,,,,,,,women
C-A,Loving C&A for women,0,"woody,citrus,sweet,fresh,green,vanilla,Pictures",0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,0,0,1,Top1Lime,Middle0Apple,Middle1Praline,Middle2Vanilla,Base0Cedar,Base1Woody Notes,Base2Musk,Base3Cotton Flower,,,,,,,,,,,,,women
Sergio-Nero,Lost Paradise Mystery Sergio Nero for women,2015,"tropical,fruity,marine,fresh,aromatic,Pictures",0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,100,1,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,0,0,8,Top1Sea water,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,women
Sergio-Nero,Lost Paradise Seduction Sergio Nero for women,2015,"tropical,fruity,fresh,marine,aromatic,Pictures",0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,100,100,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,0,0,4,Top1Sea water,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,women
Manzana-Paris,L'Or Noir Manzana Paris for men,0,"woody,aromatic,amber,floral,fresh spicy,Pictures",0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,Top1Lavender,Middle0Ambergris,Middle1Cacao,Middle2Ambrette (Musk Mallow),Middle3iris,Base0Cedar,Base1Patchouli,Base2Vetiver,Base3Leather,,,,,,,,,,,,man
Perfume-and-Skin,Lovely Temptation Perfume and Skin for women,2015,"citrus,vanilla,white floral,powdery,woody,Pictures",0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,100,1,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,1,0,0,Middle0Jasmine Sambac,Middle1Tunisian Neroli,Base0Vanilla,Base1Sandalwood,,,,,,,,,,,,,,,,,women
Al-Musbah,Love & Love Al Musbah for women,0,"white floral,fruity,warm spicy,citrus,rose,patchouli",0,1,0,0,0,0,0,0,0,0,0,1,1,1,100,100,100,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,0,0,1,Top1Mandarin Orange,Top2Apple,Middle0Rose,Middle1Jasmine,Middle2Orange Blossom,Base0Vanilla,Base1Patchouli,Base2Musk,Base3Amber,Base4Cloves,,,,,,,,,,,women
Masik-Collegiate-Fragrances,Louisiana State University Men Masik Collegiate Fragrances for men,2009,"aromatic,fresh spicy,herbal,woody,earthy,green",0,1,0,0,0,0,0,0,0,0,0,1,1,1,100,100,100,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,0,0,2,Top1Calabrian bergamot,Top2Artemisia,Middle0Lavender,Middle1Sage,Middle2Geranium,Middle3Violet Leaf,Base0Patchouli,Base1Oakmoss,Base2Incense,Base3Vetiver,,,,,,,,,,,
Pimkie,Love Purple Pimkie for women,0,"floral,vanilla,fruity,sweet,sour,Pictures",0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,Top1Fruity Notes,Top2Vanilla,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,women
Lomani,Original Love Lomani for women,0,"floral,woody,fruity,citrus,sweet,fresh",4,1,0,0,0,0,0,0,0,0,0,1,100,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Top1Fruity Notes,Top2Citruses,Top3Woody Notes,Middle0nan,Base0nan,,,,,,,,,,,,,,,,
L-T-Piver,Misti L.T. Piver for women,1923,,0,1,0,0,0,0,1,0,1,0,0,1,1,1,100,100,100,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,0,0,1,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,women
L-T-Piver,Mismelis L.T. Piver for women,1921,Pictures,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,0,0,1,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,women
Hov-Parfumeur-Ltd-,Magnolia HovÃ© Parfumeur,0,"floral,aquatic,fruity,ozonic,watery,Pictures",5,1,0,0,0,0,0,1,0,0,0,100,1,1,1,1,1,1,0,0,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,0,0,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,
Hov-Parfumeur-Ltd-,Serenade HovÃ© Parfumeur,0,"fruity,warm spicy,sweet,sour,Pictures",4,1,0,0,0,0,0,0,0,0,0,1,100,1,1,100,100,1,0,0,100,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,1,1,0,0,3,Top1Spicy Notes,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,
Hov-Parfumeur-Ltd-,Plage D'Ã‰tÃ© HovÃ© Parfumeur,0,"citrus,coconut,fresh,green,tonka (coumarin),sweet,Pictures",5,1,0,0,1,0,0,0,0,0,0,100,1,1,1,100,100,1,0,0,100,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,1,1,1,0,0,Top1Citruses,Top2Lemon,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,
Hov-Parfumeur-Ltd-,Whirlwind HovÃ© Parfumeur,0,"warm spicy,amber,Pictures",0,1,0,0,0,0,0,0,0,0,0,1,1,1,100,100,100,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,0,0,0,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,
Hov-Parfumeur-Ltd-,Patchouli HovÃ© Parfumeur,0,"patchouli,warm spicy,earthy,balsamic,woody,Pictures",0,1,0,0,0,0,1,0,1,0,0,1,1,1,100,100,100,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,0,0,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,
Roberta-di-Camerino,L'Uomo R Roberta di Camerino for men,1993,,4,1,0,0,0,0,0,0,0,0,0,1,100,1,1,1,1,1,0,0,1,1,1,1,1,100,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,
Yves-de-Sistelle,Ludiana Yves de Sistelle for women,0,"sweet,fruity,floral,citrus,yellow floral,aquatic",4,1,0,0,1,0,0,0,1,0,0,1,100,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Top1Mandarin Orange,Top2Pineapple,Middle0Pear,Middle1Orchid,Middle2Lotus,Base0Champaca,Base1Natural Musk,Base2Amber,,,,,,,,,,,,,women
Evterpa,Luxe Black Evterpa for men,0,"citrus,fresh spicy,woody,earthy,amber,tobacco",5,1,0,0,1,0,0,0,1,0,0,100,1,1,1,1,1,1,0,0,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,Top1Ginger,Top2Mandarin Orange,Middle0Black Pepper,Middle1Tobacco,Middle2Grapefruit,Base0Amber,Base1Cedar,Base2Patchouli,Base3Oakmoss,Base4Leather,,,,,,,,,,,
OTTANIQO,Lucky Camel OTTANIQO for women and men,2016,"musky,floral,powdery,woody,rose,Pictures",0,1,0,0,0,0,0,0,0,0,1,1,1,1,100,100,1,100,0,0,100,100,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,100,1,1,1,1,100,1,1,1,100,1,1,1,100,0,0,2,Top1Geranium,Middle0Lily-of-the-Valley,Middle1Rose,Middle2Parma Violet,Base0Vanilla,Base1Sandalwood,Base2Musk,Base3Amber,,,,,,,,,,,,,women
Refan,Lucha Libre Eau de Reaction Refan for men,0,"woody,fresh spicy,warm spicy,powdery,balsamic",0,1,0,0,0,0,1,0,0,1,0,1,1,1,100,1,1,100,0,0,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,100,1,0,0,1,Top1Pepper,Middle0Nutmeg,Middle1Guaiac Wood,Base0Cedar,Base1Sandalwood,,,,,,,,,,,,,,,,
Lindo-Ganarin,Lucky Nugget Lindo Ganarin for women,0,"citrus,balsamic,sweet,yellow floral,aromatic",0,1,0,0,0,0,0,0,0,0,0,1,1,1,100,100,100,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,0,0,0,Top1Lemon,Top2Marigold,Top3Ylang-Ylang,Top4Incense,Middle0nan,Base0nan,,,,,,,,,,,,,,,women
Eudora,Lune Eudora for women,0,"floral,woody,musky,fruity,fresh spicy,soft spicy",0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,100,100,1,0,0,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,1,1,0,0,5,Top1Pink Pepper,Top2Floral Notes,Top3Musk,Middle0nan,Base0nan,,,,,,,,,,,,,,,,women
Yves-d-Orgeval,Lumiere de Paris Yves d'Orgeval for women,0,"citrus,amber,rose,floral,musky,Pictures",0,1,0,0,0,0,0,0,0,0,0,1,1,1,100,100,100,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,0,0,1,Top1Peony,Middle0Rose,Base0Amber,Base1White Musk,,,,,,,,,,,,,,,,,women
Herbalife,Luscious Herbalife for women,0,"floral,sweet,powdery",0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,women
Jeanne-Arthes,Lucky Star Jeanne Arthes for women,2000,"fruity,sweet,sour",0,1,0,0,0,0,0,0,0,0,3,1,1,1,1,100,1,1,0,0,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,0,1,0,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,women
